date,NEE_gC_m2_day,GPP_gC_m2_day,RECO_gC_m2_day
1996-05-21,-3.6506661119999997,11.284945919999998,7.638147072
1996-05-22,-4.502697984,11.79816192,7.741692288
1996-05-23,-1.433158272,9.502987392,8.103919104
1996-05-24,-3.6506661119999997,11.95150464,8.396493696
1996-05-25,-4.502697984,12.54569472,8.589597696
1996-05-26,-1.433158272,9.696309119999999,8.32223808
1996-05-27,-3.6506661119999997,11.4545664,7.828835327999999
1996-05-28,-4.502697984,12.058606079999999,8.03276352
1996-05-29,-1.433158272,9.321443711999999,7.895066111999999
1996-05-30,-1.5863558399999997,10.274449535999999,8.84354112
1996-05-31,-1.781647488,11.35596672,9.7104096
1996-06-01,-0.2840282496,9.053265024,8.656481664
1996-06-02,-2.190208896,11.959799039999998,10.102817664
1996-06-03,-0.44675712,11.85238656,12.12143616
1996-06-04,-4.556995199999999,17.111865599999998,12.99659904
1996-06-05,-4.350246911999999,17.020212479999998,12.901731839999998
1996-06-06,-4.4712,18.18930816,14.076840959999998
1996-06-07,-4.162243967999999,18.398016,14.6976768
1996-06-08,-3.6658656,17.581743359999997,14.28046848
1996-06-09,-5.576988672,18.245606399999996,12.829155839999999
1996-06-10,-4.888594944,17.10056448,12.27436416
1996-06-11,-5.803208064,18.0486144,12.54548736
1996-06-12,-5.131558655999999,16.53094656,11.415271679999998
1996-06-13,-1.0176129792,11.18956032,10.101511296
1996-06-14,-5.569762175999999,15.83981568,10.271204351999998
1996-06-15,-7.400274047999999,17.6027904,10.248830208
1996-06-16,-6.112392192,16.55448192,10.58355072
1996-06-17,-8.304467328,17.924198399999998,9.693302399999999
1996-06-18,-2.0226827519999997,10.93036032,8.942742144
1996-06-19,-1.7313212159999998,10.207959551999998,8.516565504
1996-06-20,-2.053651968,9.853799039999998,7.804346111999999
1996-06-21,-6.513965568,14.10027264,7.55868672
1996-06-22,-5.428456704,12.79431936,7.424835839999999
1996-06-23,-7.823703168,14.89912704,7.186993919999999
1996-06-24,-6.24635712,13.31779968,7.114210559999999
1996-06-25,-7.65215424,14.659107839999999,7.115962752
1996-06-26,-6.154932096,12.603755519999998,6.466480128
1996-06-27,-5.820647039999999,12.4602624,6.677220096
1996-06-28,-5.820564096,12.55906944,6.7785569279999995
1996-06-29,-4.873519872,11.76342912,6.93266688
1996-06-30,-3.8662168319999997,10.701642239999998,6.859914624
1996-07-01,-5.38788672,12.264099839999998,6.942091391999999
1996-07-02,-7.033578624,13.918314239999999,6.908519807999999
1996-07-03,-6.159639168,13.32101376,7.2010944
1996-07-04,-6.538568832,13.95626112,7.474228992
1996-07-05,-9.484128,17.47858176,8.069787648
1996-07-06,-6.087115008,14.34910464,8.281201536
1996-07-07,-6.232194431999999,15.03235584,8.827854335999998
1996-07-08,-6.6425702399999995,15.98320512,9.370256256
1996-07-09,-6.81561216,16.38548352,9.58137984
1996-07-10,-4.371791615999999,14.276528639999999,9.918681984
1996-07-11,-2.631439872,13.194835199999998,10.638397439999999
1996-07-12,-4.963545216,15.335412479999999,10.41662592
1996-07-13,-4.3768512,14.666158079999999,10.357217279999999
1996-07-14,-1.7270599679999998,12.4670016,10.87354368
1996-07-15,-2.307388032,12.327344639999998,10.068696576
1996-07-16,-4.381330176,14.29830144,10.017800064
1996-07-17,-4.443310079999999,13.4934336,9.082658303999999
1996-07-18,-4.483092096,13.229775359999998,8.802597888
1996-07-19,-4.648751999999999,12.8003328,8.157532031999999
1996-07-20,-3.6284993279999997,11.441399039999999,7.882106112
1996-07-21,-3.8748430079999996,11.504851200000001,7.786492415999999
1996-07-22,-3.617250048,11.22864768,7.774071552
1996-07-23,-3.2737063679999996,10.171972224000001,7.08175872
1996-07-24,-4.259972736,10.45571328,6.135481727999999
1996-07-25,-5.876292095999999,12.6168192,6.900723071999999
1996-07-26,-2.740428288,9.732265344,7.026144768
1996-07-27,1.739169792,5.3982754559999995,7.161519744
1996-07-28,-3.0021580799999996,9.872108928,7.007513472
1996-07-29,-4.4024601599999995,11.73097728,7.337008512
1996-07-30,0.1992688128,7.214966784,7.4028245759999995
1996-07-31,-3.213395712,10.55213568,7.349170176
1996-08-01,-4.352289407999999,11.557313279999999,7.386868224
1996-08-02,-2.603031552,9.655355519999999,6.995299968
1996-08-03,-2.509242624,9.106877952,6.667702272
1996-08-04,-4.354000128,10.74238848,6.388647551999999
1996-08-05,-3.9558689279999997,10.322982144000001,6.397875072
1996-08-06,-3.221316864,9.387684863999999,6.1938017279999995
1996-08-07,-3.296329344,9.362345472,6.11950464
1996-08-08,-1.2218688,6.933962879999999,5.7472623359999995
1996-08-09,-3.595788288,9.080004096,5.514594047999999
1996-08-10,-2.073154176,7.143230591999999,5.063637888
1996-08-11,-1.8155819519999998,6.730055424,4.915686527999999
1996-08-12,-2.55125376,7.213390848,4.639327488
1996-08-13,-0.907676928,5.3395096319999995,4.3945597439999995
1996-08-14,-3.6464359679999996,7.967009664,4.3100812799999995
1996-08-15,-2.4642766079999996,6.838452863999999,4.380106752
1996-08-16,-2.5022856959999995,7.069773312,4.563641088
1996-08-17,-2.5566451199999998,7.056429696,4.5883791359999995
1996-08-18,-2.428662528,7.186205952,4.80085056
1996-08-19,-1.9671828479999998,6.6636898559999995,4.780456704
1996-08-20,-1.3010803199999998,6.1123403519999995,4.786065792
1996-08-21,-0.18901693439999998,5.010221952,4.8298913279999995
1996-08-22,-1.048754304,5.760056447999999,4.648990464
1996-08-23,-1.0245398399999999,5.9369137919999995,4.850378495999999
1996-08-24,0.5841320832,4.253337215999999,4.909859712
1996-08-25,-2.589843456,7.729001856,5.0497136639999995
1996-08-26,-0.6032527488,5.915244671999999,5.222869632
1996-08-27,-2.029131648,7.749271296,5.671005695999999
1996-08-28,-0.36330094079999997,6.400964736,6.01934976
1996-08-29,-1.5794300159999999,7.594072704,5.990122368
1996-08-30,1.242459648,4.884406272,6.128587007999999
1996-08-31,1.0740522239999999,4.81095936,5.890962816
1996-09-01,-1.8150531839999997,7.367148288,5.556563712
1996-09-02,-3.2186626560000002,8.717663232,5.542649855999999
1996-09-03,-0.26850216959999995,5.6137121279999995,5.430146688
1996-09-04,-2.0874412799999997,7.267542912,5.298390144
1996-09-05,-1.7358831359999998,6.521865984,4.785205248
1996-09-06,-2.198710656,6.493644288,4.438685951999999
1996-09-07,-2.6752135679999998,7.069192703999999,4.420801152
1996-09-08,-2.823984,7.278294528,4.552039295999999
1996-09-09,-2.033652096,6.353396352,4.35932928
1996-09-10,-1.988416512,6.303526272,4.328100864
1996-09-11,-0.9606988799999999,5.1873592319999995,4.16306304
1996-09-12,0.8422538112,3.431175552,4.270154112
1996-09-13,-0.6554473344,5.019138431999999,4.3653219839999995
1996-09-14,-3.227651712,7.609064832,4.387727232
1996-09-15,-3.1434946559999997,7.591356287999999,4.469053824
1996-09-16,-1.9312784639999998,6.375075839999999,4.459919616
1996-09-17,-1.474982784,5.613898752,4.189211136
1996-09-18,-2.4897818879999996,6.468740351999999,3.991275648
1996-09-19,-2.140183296,5.941703808,3.819975552
1996-09-20,-1.9516930559999999,5.56984512,3.639188736
1996-09-21,0.4981813632,2.8767674879999996,3.374099712
1996-09-22,-0.4354725888,3.8685703679999994,3.436328448
1996-09-23,-1.8755089919999999,5.40556416,3.53999808
1996-09-24,-2.029297536,5.64734592,3.637260288
1996-09-25,1.4383422719999999,2.2574972159999995,3.6377372159999997
1996-09-26,-1.2448650239999999,5.16606336,3.935184768
1996-09-27,0.7856860031999999,3.392316288,4.183560576
1996-09-28,0.6885202175999999,3.816129024,4.5289601280000005
1996-09-29,3.182011776,1.369374336,4.561650432
1996-09-30,1.250888832,3.46897728,4.727144448
1996-10-01,2.0365862399999997,2.409709824,4.4182609920000004
1996-10-02,2.074616064,2.2726656,4.402543103999999
1996-10-03,-0.09085022207999999,4.731011712,4.611230208
1996-10-04,1.19683008,3.619696896,4.800767616
1996-10-05,0.07171514495999999,4.6436198399999995,4.672048896
1996-10-06,1.713913344,3.142509696,4.845007872
1996-10-07,1.7111036159999997,3.1428,4.85600832
1996-10-08,3.20692608,1.5803527679999998,4.7988288
1996-10-09,2.443125888,2.19734208,4.715283456
1996-10-10,1.85426496,2.638790784,4.501080576
1996-10-11,0.3074962176,3.880773504,4.178884608
1996-10-12,1.291718016,2.887405056,4.158076031999999
1996-10-13,1.207602432,2.8094895359999996,4.028009472
1996-10-14,1.475532288,2.2981190399999996,3.787243776
1996-10-15,1.595718144,2.195144064,3.810436992
1996-10-16,2.8597432319999996,0.9115659648,3.77986176
1996-10-17,4.59903744,-0.8197417727999999,3.7790012159999997
1996-10-18,2.204454528,1.59817536,3.652553088
1996-10-19,2.1531951359999995,1.3597009919999998,3.506260608
1996-10-20,2.292167808,1.220023296,3.5004856319999997
1996-10-21,1.5931054079999998,1.647454464,3.342187008
1996-10-22,2.446288128,0.9037650815999999,3.376691712
1996-10-23,0.9394330752,1.9271519999999998,2.875036032
1996-10-24,1.28205504,1.1279139839999999,2.415754368
1996-10-25,0.9272693375999999,1.0132791552,1.9320145919999998
1996-10-26,0.1853715456,1.292505984,1.462966272
1996-10-27,0.29075708159999997,0.9080273663999999,1.199857536
1996-10-28,0.5700969215999999,0.46839202559999993,1.048194432
1996-10-29,0.7495296767999999,0.0187588224,0.7706067839999999
1996-10-30,0.5389120512,0.0428001408,0.5779102463999999
1996-10-31,0.4540883328,0.19122324479999997,0.6436931328
1996-11-01,0.4868895744,0.21308832,0.6978057984
1996-11-02,0.5843549951999999,0.23634892799999999,0.8283275136
1996-11-03,0.8601883775999999,0.0746381952,0.9461805696
1996-11-04,0.8230978943999999,0.3083049216,1.1431549439999997
1996-11-05,1.3178764799999998,-0.02514665088,1.298094336
1996-11-06,0.7939793663999999,0.6818266368,1.4784456959999999
1996-11-07,0.7874381951999999,0.7838353151999999,1.5579682559999999
1996-11-08,1.0081656576,0.67311648,1.6610054399999998
1996-11-09,2.538210816,-0.6612430464,1.8671420159999998
1996-11-10,1.605287808,0.32959872,1.915498368
1996-11-11,1.2441288959999999,0.9413874431999999,2.1907998719999995
1996-11-12,1.91512512,0.443325312,2.381094144
1996-11-13,2.5432600319999996,-0.37494109439999995,2.151546624
1996-11-14,1.90112832,0.2504587392,2.120712192
1996-11-15,1.8440628479999999,0.3989202048,2.215216512
1996-11-16,2.138441472,0.17990035199999999,2.2659886080000002
1996-11-17,2.289078144,0.09848500991999999,2.37079872
1996-11-18,2.54057472,-0.02681403264,2.508859008
1996-11-19,2.1147816959999997,0.46305872639999995,2.576406528
1996-11-20,1.766157696,0.86951232,2.641994496
1996-11-21,2.226413952,0.41125812479999996,2.6491069439999997
1996-11-22,1.9243941119999999,0.586393344,2.5121249279999995
1996-11-23,2.0935584,0.3917465856,2.488745088
1996-11-24,1.763462016,0.6305776127999999,2.390508288
1996-11-25,1.772523648,0.5616978048,2.3275019519999995
1996-11-26,2.372219136,0.00970434432,2.3882999039999997
1996-11-27,2.172863232,0.13238899199999998,2.307097728
1996-11-28,1.929723264,0.08640369792,1.9934657279999999
1996-11-29,1.226306304,0.6374547072,1.839998592
1996-11-30,1.6770965759999998,0.1692721152,1.8416574719999999
1996-12-01,1.6702018559999998,-0.034152814079999996,1.630450944
1996-12-02,1.218820608,0.35965451519999997,1.5822086399999997
1996-12-03,1.448108928,0.24258528,1.7074851839999998
1996-12-04,1.0794746880000001,0.7898228352,1.910687616
1996-12-05,1.052279424,0.8363772288,1.926706176
1996-12-06,1.5474654719999998,0.38840497919999994,1.9681989119999999
1996-12-07,1.638486144,0.2922044544,1.9532378879999999
1996-12-08,1.677303936,0.3211985664,1.925970048
1996-12-09,1.634649984,0.3174795648,1.8616884479999998
1996-12-10,1.650409344,0.41999420159999995,1.9930406399999998
1996-12-11,1.772451072,0.168858432,1.9203920639999998
1996-12-12,1.8473806079999997,0.09180895103999999,1.9463431679999998
1996-12-13,1.7028506879999998,0.2841734016,2.0041136639999997
1996-12-14,1.756069632,0.14619398399999997,1.91605824
1996-12-15,2.1512459519999996,-0.358115904,1.796846976
1996-12-16,1.4691456,0.3112338816,1.719605376
1996-12-17,1.6926589439999997,0.27495521279999996,1.9924289279999998
1996-12-18,1.511073792,0.4264856064,1.9754357759999999
1996-12-19,1.4666469119999999,0.12245126399999999,1.5776570879999998
1996-12-20,1.18941696,0.1148452992,1.264211712
1996-12-21,1.149894144,0.3773164032,1.5223023359999999
1996-12-22,1.2757201919999999,0.2573824896,1.5329191679999998
1996-12-23,1.0254532608,0.184716288,1.188359424
1996-12-24,1.4317689599999999,-0.08881767936,1.324014336
1996-12-25,1.4384874239999998,-0.38799440639999994,1.0311121152
1996-12-26,1.23545088,-0.15836394239999999,1.0488372479999999
1996-12-27,1.2861192959999999,0.05942460672,1.3467306239999999
1996-12-28,0.8508841344,0.4938579072,1.345756032
1996-12-29,1.2103084800000001,0.6662383488,1.922704128
1996-12-30,2.197850112,-0.1900236672,2.0318376959999997
1996-12-31,1.59039936,0.21932674559999998,1.769309568
1997-01-01,1.2580842239999999,-0.6481099008,0.5553588096
1997-01-02,1.5855575039999998,-0.6882423552,0.6449694335999999
1997-01-03,1.5744222719999998,-0.781057728,0.5686122239999999
1997-01-04,1.591187328,-0.8984203775999999,0.4774505472
1997-01-05,1.53249408,-0.8372180736,0.636444864
1997-01-06,1.158043392,-0.49418968319999995,0.6549787008
1997-01-07,1.0355392512,-0.4016915712,0.6186647807999999
1997-01-08,1.0615380479999998,-0.31898603519999996,0.7255090944
1997-01-09,0.9868220927999999,-0.382895424,0.6009634944
1997-01-10,1.12088448,-0.4426939008,0.6674638464
1997-01-11,1.26805824,-0.29880472319999996,0.9723763583999999
1997-01-12,1.050050304,0.12707953919999998,1.170163584
1997-01-13,2.1318474239999996,-0.1661865984,1.959748992
1997-01-14,2.136388608,-0.06474784895999999,2.0734652159999998
1997-01-15,1.957965696,0.07305230592,1.939552128
1997-01-16,1.2368194559999999,0.30040139520000003,1.53280512
1997-01-17,1.0718542079999998,0.23801402879999997,1.3737599999999999
1997-01-18,1.0744565759999998,0.5403106943999999,1.6142353919999999
1997-01-19,1.47064896,0.1221257088,1.5843340799999999
1997-01-20,1.3360101119999999,0.1721855232,1.4390265599999998
1997-01-21,1.104627456,0.08635828607999999,1.2067004159999999
1997-01-22,0.8844546816,0.3650832,1.244979072
1997-01-23,2.042921088,-0.5608870271999999,1.478808576
1997-01-24,1.0177353216,0.05860107647999999,1.166109696
1997-01-25,0.805505472,0.3787907328,1.18397376
1997-01-26,0.8323129727999999,0.3300725376,1.148815872
1997-01-27,0.9032995583999999,0.1457108352,0.9730616832
1997-01-28,1.130495616,0.3127579776,1.413904896
1997-01-29,1.0212003072,0.3551330304,1.409830272
1997-01-30,1.5217009919999998,0.09796370688,1.5719132159999998
1997-01-31,1.278519552,0.24370502399999996,1.496434176
1997-02-01,1.132486272,0.30750140159999995,1.4161962240000001
1997-02-02,1.299867264,0.09052477056,1.389540096
1997-02-03,1.143134208,0.4070601216,1.533126528
1997-02-04,1.997851392,-0.27381576960000004,1.713063168
1997-02-05,1.619782272,0.2462939136,1.8613566719999999
1997-02-06,2.003336064,-0.0660089088,1.9378828799999999
1997-02-07,2.2873777919999996,-0.1764457344,2.113537536
1997-02-08,1.807940736,0.171699264,1.979966592
1997-02-09,1.6774905599999999,0.2027493504,1.879117056
1997-02-10,1.637127936,0.40385226239999994,2.042786304
1997-02-11,2.096554752,-0.1752471936,1.9223723519999998
1997-02-12,1.691870976,0.1377471744,1.83036672
1997-02-13,1.52197056,0.46253825279999994,1.9881365759999998
1997-02-14,1.860610176,-0.2887104384,1.569891456
1997-02-15,1.216757376,0.04820891904,1.239577344
1997-02-16,0.6853880447999999,0.4475170944,1.1224707839999999
1997-02-17,1.576433664,-0.14180106239999998,1.4302967039999999
1997-02-18,1.3782908159999998,0.5000216832,1.8782461439999998
1997-02-19,2.0770214399999998,-0.00432055296,2.0737762559999995
1997-02-20,2.1994467839999996,-0.04751021952,2.152614528
1997-02-21,2.6796095999999996,-0.31387668479999997,2.368165248
1997-02-22,1.9711641599999998,0.35456382719999996,2.326859136
1997-02-23,2.016233856,0.4981917312,2.517464448
1997-02-24,2.3701247999999997,0.14489280000000002,2.517308928
1997-02-25,1.8001336319999999,0.8268065279999999,2.629874304
1997-02-26,1.7910305279999998,0.6267331584,2.4168844800000002
1997-02-27,1.8883134719999999,0.5442401664,2.430964224
1997-02-28,2.12870592,0.6173947008,2.747540736
1997-03-01,1.7967432959999998,1.0279146239999999,2.826358272
1997-03-02,2.971862784,0.03898492416,3.0151595519999996
1997-03-03,2.37722688,0.2941225344,2.67095232
1997-03-04,1.854596736,0.725775552,2.5791851519999995
1997-03-05,1.8015955199999998,0.6323111424,2.460160512
1997-03-06,1.7493719039999998,0.682675776,2.43212544
1997-03-07,1.8608797439999998,0.2509802496,2.109701376
1997-03-08,1.8559342079999999,0.44374625279999996,2.3011672319999996
1997-03-09,2.3197674239999997,-0.2977150464,2.132313984
1997-03-10,2.139063552,-0.1695292416,2.2270256639999997
1997-03-11,2.896394112,-1.3617331199999998,1.9119525119999998
1997-03-12,2.035528704,-2.13539328,1.7315907839999998
1997-03-13,2.0285406719999997,-0.09237369599999999,2.009349504
1997-03-14,1.968178176,0.04228443648,2.0152488959999997
1997-03-15,2.73393792,-1.47090816,1.7644573439999998
1997-03-16,1.182045312,0.22037806079999997,1.54488384
1997-03-17,1.094466816,0.374870592,1.469622528
1997-03-18,1.1519262719999999,0.21135582719999998,1.362210048
1997-03-19,1.1853319679999998,0.13408415999999998,1.308203136
1997-03-20,0.7774890624,0.5188603392,1.3036826879999999
1997-03-21,0.9004670208,0.5766069887999999,1.44975744
1997-03-22,1.108308096,0.6546894336,1.80657216
1997-03-23,1.2417960959999998,0.7974847871999999,2.03451264
1997-03-24,1.0484847359999998,1.070506368,2.119094784
1997-03-25,0.7075372032,1.3028739839999999,2.008219392
1997-03-26,1.483422336,0.9776277503999999,2.4639448319999997
1997-03-27,1.519098624,1.133854848,2.657359872
1997-03-28,1.711310976,0.7968409343999999,2.509429248
1997-03-29,1.15100352,1.291997952,2.442420864
1997-03-30,1.569932928,1.001377728,2.571927552
1997-03-31,1.757769984,1.1430201599999998,2.905206912
1997-04-01,2.00869632,1.0047597696,3.018829824
1997-04-02,1.554567552,1.5857959679999998,3.1471234559999997
1997-04-03,2.442607488,0.3314297088,2.776011264
1997-04-04,1.4040241919999998,1.077172992,2.4795072
1997-04-05,1.2966635519999998,0.8004541824,2.091163392
1997-04-06,0.9754328447999999,1.233004032,2.2042990079999996
1997-04-07,1.205207424,1.187457408,2.3910370559999996
1997-04-08,1.055327616,1.386429696,2.463001344
1997-04-09,0.8019896832,2.141593344,2.947332096
1997-04-10,1.6213893119999998,1.0981785599999998,2.7233314559999995
1997-04-11,1.16629632,1.474163712,2.62730304
1997-04-12,0.6064886016,1.8433992959999999,2.4436131839999997
1997-04-13,1.3496544,1.316248704,2.662595712
1997-04-14,1.057079808,1.98557568,3.0456518399999997
1997-04-15,0.7982862336,1.927069056,2.72434752
1997-04-16,0.6034528512,2.3868587519999998,2.939825664
1997-04-17,0.6436392191999999,2.5938558720000002,3.210254208
1997-04-18,1.041372288,1.872989568,2.9157719039999996
1997-04-19,0.8005640831999999,1.8405066239999999,2.6345710079999995
1997-04-20,0.7144350336,2.05115328,2.7577532160000002
1997-04-21,0.5985156095999999,2.117778048,2.7118229759999997
1997-04-22,0.43510245119999996,2.3166362879999998,2.749552128
1997-04-23,0.1835778816,2.7318332159999996,2.9146832639999998
1997-04-24,1.9290286079999999,1.4924010239999999,3.4173757439999997
1997-04-25,0.8424953855999999,2.674301184,3.516276096
1997-04-26,0.334228032,3.4048097279999996,3.735704448
1997-04-27,-0.4432247424,4.648036608,4.187956608
1997-04-28,1.8202579199999998,2.833750656,4.604211071999999
1997-04-29,1.869433344,3.08567232,4.956712704
1997-04-30,0.9592774271999999,3.626508672,4.579141248
1997-05-01,0.05117271552,5.512520448,5.5675848960000005
1997-05-02,0.6844932864,5.393703167999999,6.089520384
1997-05-03,-0.06258829823999999,5.333050368,5.268488831999999
1997-05-04,1.118613888,4.049678592,5.163543936
1997-05-05,1.1534711039999999,5.09530176,6.25755456
1997-05-06,2.034595584,3.344447232,5.376150144
1997-05-07,-1.5886367999999997,6.589807487999999,4.9932288
1997-05-08,-1.595987712,7.111732608,5.512095359999999
1997-05-09,0.10385729279999999,5.389276032,5.485501439999999
1997-05-10,-1.074663936,7.591252608,6.518237183999999
1997-05-11,0.18286663679999998,7.445530368,7.643279232
1997-05-12,0.05265119232,7.818467328,7.887207168
1997-05-13,-1.1313872639999998,9.377970047999998,8.266945536
1997-05-14,0.21742629119999998,7.680075263999999,7.910234496
1997-05-15,-1.5917679359999999,9.620871551999999,8.041970304
1997-05-16,-3.6553731839999997,12.094790399999999,8.454969216
1997-05-17,-6.010993152,14.447185919999999,8.451537408
1997-05-18,-3.395094912,11.03694336,7.655212799999999
1997-05-19,-3.5416154879999997,10.51325568,6.993381888
1997-05-20,-0.8107454592,5.996519424,5.179583232
1997-05-21,-1.154808576,5.967395711999999,4.806895104
1997-05-22,-2.7148919039999995,7.445851776,4.7689067519999995
1997-05-23,-6.413935103999999,11.2539456,4.856194944
1997-05-24,-5.603261183999999,10.087016832,5.168738304
1997-05-25,-5.737651199999999,10.990287359999998,5.3196860159999995
1997-05-26,-3.0966935039999997,8.343471744,5.245917696
1997-05-27,-2.194356096,7.801059455999999,5.666340096
1997-05-28,-4.82728896,11.202001919999999,6.557552639999999
1997-05-29,-3.2364126719999997,9.567590399999998,6.3378339839999995
1997-05-30,-4.3329945599999995,11.54559744,7.194604031999999
1997-05-31,-4.260460031999999,12.24066816,7.927424639999999
1997-06-01,-2.743196544,11.212473600000001,8.393652864
1997-06-02,-4.385954303999999,13.83899904,9.401940863999998
1997-06-03,-4.56643008,14.209447679999998,9.69325056
1997-06-04,-7.043925888,15.813066239999998,8.755340544
1997-06-05,-5.674572287999999,15.39938304,9.708771456
1997-06-06,-5.3968343039999995,15.536240639999999,10.112491008
1997-06-07,-4.760239104,15.259829759999999,10.488372479999999
1997-06-08,-7.296034175999999,17.870803199999997,10.57971456
1997-06-09,-4.658891904,15.11167104,10.46162304
1997-06-10,-2.6203046399999996,12.801991679999999,10.190935296
1997-06-11,-6.022791936,16.911659519999997,10.90371456
1997-06-12,-6.681782015999999,17.40953088,10.742803199999999
1997-06-13,-3.7106657279999995,14.40498816,10.61102592
1997-06-14,-6.773611392,17.44426368,10.6873344
1997-06-15,-1.067167872,10.194823296,9.130123008
1997-06-16,-6.656328576,14.81234688,8.151653376
1997-06-17,-5.6231159040000005,14.01255936,8.16111936
1997-06-18,-7.891737984,15.386526719999999,7.445613311999999
1997-06-19,-5.6310266879999995,12.792349439999999,7.023915648
1997-06-20,-8.866392192000001,15.48263808,6.6001858559999995
1997-06-21,-5.8073863679999995,12.54828672,6.541088255999999
1997-06-22,-6.056612351999999,12.4618176,6.449746176
1997-06-23,-6.056612351999999,12.35533824,6.341970815999999
1997-06-24,-6.032537855999999,12.12755328,6.196144895999999
