date,NEE_gC_m2_day,GPP_gC_m2_day,RECO_gC_m2_day
1996-05-25,NA,NA,NA
1996-05-26,NA,NA,NA
1996-05-27,NA,NA,NA
1996-05-28,-1.86069312,2.536282368,0.675599616
1996-05-29,-5.823892224,6.6557168639999995,0.83182464
1996-05-30,-4.0104460799999995,5.0376453119999995,1.027194048
1996-05-31,-4.963617792,6.102729215999999,1.139111424
1996-06-01,-2.3332043519999996,3.35746944,1.0242578303999998
1996-06-02,-1.709486208,2.53844928,0.8289661824
1996-06-03,-0.3138486912,1.12684608,0.8129973887999999
1996-06-04,-4.739565312,5.615142912,0.8755776
1996-06-05,-5.868536831999999,6.866166528,0.997624512
1996-06-06,-5.1406617599999995,6.243702912,1.1030411519999999
1996-06-07,-3.51459648,4.581235584,1.066639104
1996-06-08,-3.1855161599999997,4.1398905599999996,0.9543754367999999
1996-06-09,-3.181908096,4.103426304,0.921518208
1996-06-10,-5.663862144,6.608221056,0.9443568384
1996-06-11,-3.8624117759999996,4.929787008,1.067364864
1996-06-12,-3.453850368,4.574143872,1.1202831359999998
1996-06-13,-5.101968384,5.9354208,0.8334482687999999
1996-06-14,-4.305923711999999,5.096939904,0.7910193024
1996-06-15,-5.328561024,6.167104128,0.8385420672
1996-06-16,-4.765319424,5.63910336,0.8737911935999999
1996-06-17,-4.539649536,5.522867711999999,0.9832171392
1996-06-18,-3.248906112,4.228692479999999,0.9797894784
1996-06-19,-3.0357400319999996,3.85674048,0.8210025215999999
1996-06-20,-1.297907712,2.093485824,0.7955770752
1996-06-21,-1.291572864,2.0895356159999996,0.797962752
1996-06-22,0.1198084608,0.6287331455999999,0.7485416063999999
1996-06-23,-1.3253310719999998,2.081966976,0.7566369408
1996-06-24,-2.7431032319999997,3.5210350079999997,0.7779359231999999
1996-06-25,-3.439967616,4.269480192,0.8295042816
1996-06-26,-5.628559104,6.534141696,0.9055857023999999
1996-06-27,-3.9421728,4.802125824,0.8599519871999999
1996-06-28,-4.173804288,5.057728128,0.8839279872
1996-06-29,-2.5751208959999996,3.432989952,0.857869056
1996-06-30,-2.770288128,3.6444453119999998,0.8741602944
1996-07-01,-4.32770688,5.229899135999999,0.9021870719999999
1996-07-02,-4.876713216,5.795587584,0.9188754048
1996-07-03,-5.960075903999999,6.887120255999999,0.9270474624
1996-07-04,-3.855382272,4.823732735999999,0.9683483903999999
1996-07-05,-2.2762944,3.3348049919999996,1.058510592
1996-07-06,-2.9913338879999998,3.8210641919999997,0.8297240832
1996-07-07,-4.967941248,5.721808896,0.7538697216
1996-07-08,0.03412544256,0.620011584,0.6541368192
1996-07-09,1.011134016,-0.2309710464,0.7801629696
1996-07-10,-3.1660554239999996,4.247748864,1.0816934399999998
1996-07-11,-0.5110781184,1.832253696,1.3211838719999998
1996-07-12,0.0364715136,1.8049029119999997,1.8413671679999999
1996-07-13,-3.221088768,5.550446591999999,2.3293578239999997
1996-07-14,-2.551958784,5.413018751999999,2.861059968
1996-07-15,-2.0272031999999998,4.807143936,2.779930368
1996-07-16,-1.2348080639999999,3.955557888,2.7207394559999996
1996-07-17,-3.290191488,6.394992768,3.1048012799999998
1996-07-18,-0.391350528,3.2284500479999996,2.83709952
1996-07-19,-3.326044032,6.210732672,2.8846886400000002
1996-07-20,-6.166979711999999,9.174062592,3.0070725119999997
1996-07-21,-6.267538943999999,9.457254143999998,3.1897151999999998
1996-07-22,-4.952990592,8.290449792,3.3374591999999996
1996-07-23,-3.2189944319999997,6.743046528,3.524041728
1996-07-24,-2.093859072,5.638730111999999,3.54487104
1996-07-25,-0.7709841792,4.584594816,3.8136095999999995
1996-07-26,-1.189914624,6.455396736,5.265482112
1996-07-27,-5.280920063999999,13.346519039999999,8.065640448
1996-07-28,-4.063395455999999,14.331271679999999,10.267886592
1996-07-29,-2.5224203519999997,12.92205312,10.3996224
1996-07-30,-1.39719168,10.80262656,9.405393408
1996-07-31,-3.7447453439999996,12.90276864,9.1580544
1996-08-01,-4.349562624,13.7671488,9.417575808
1996-08-02,-4.036075776,11.957310719999999,7.921214207999999
1996-08-03,-3.106543104,10.079323775999999,6.972770303999999
1996-08-04,-2.871179136,9.127230335999998,6.256040832
1996-08-05,-4.6741536,10.364080895999999,5.689927296
1996-08-06,-6.366242303999999,11.49780096,5.1315379199999995
1996-08-07,-6.423214463999999,11.40780672,4.984644095999999
1996-08-08,-1.956265344,6.440902272,4.484636928
1996-08-09,-6.169976064,10.46006784,4.29012288
1996-08-10,-4.792628735999999,9.225954432,4.433325696
1996-08-11,-3.2625400319999995,7.556965631999999,4.2944152319999995
1996-08-12,-1.9383390719999998,6.272691839999999,4.334352768
1996-08-13,-3.0961854719999997,7.337340287999999,4.241144448
1996-08-14,-1.5866150399999999,5.594189183999999,4.007574144
1996-08-15,-2.5698332159999997,5.82282432,3.253001472
1996-08-16,0.008850974976,2.545976448,2.55483072
1996-08-17,-0.142290432,2.655897984,2.5136179199999997
1996-08-18,-4.669094016,7.4395584,2.770464384
1996-08-19,-4.808336256,7.811074944,3.002738688
1996-08-20,-4.533801984,7.589334527999999,3.0555221759999998
1996-08-21,-4.296633984,7.332830208,3.0361962239999998
1996-08-22,-3.6574571519999997,6.634338048,2.976880896
1996-08-23,-5.281946496,8.221544064,2.939597568
1996-08-24,-1.3919558399999998,4.133151359999999,2.7411955199999998
1996-08-25,-3.0370775039999995,5.578087679999999,2.541010176
1996-08-26,-4.958309376,7.785859968,2.8275505919999997
1996-08-27,-3.273270912,6.373302912,3.100032
1996-08-28,-1.517605632,4.7332512,3.2156352
1996-08-29,-6.88414464,10.456646399999999,3.5725017599999997
1996-08-30,-4.565569536,8.418764159999998,3.853194624
1996-08-31,-4.654713599999999,8.551122048,3.8964084479999994
1996-09-01,-3.4187754239999997,7.139135232,3.7203598079999995
1996-09-02,-2.6914809600000003,6.335915904,3.644434944
1996-09-03,-4.226909184,8.204841216,3.9779320319999996
1996-09-04,-3.042406656,6.94002816,3.897621504
1996-09-05,-3.64663296,7.0568547839999995,3.4102218239999997
1996-09-06,-0.9784758527999999,3.929741568,2.951271936
1996-09-07,-1.8489980159999997,5.012482176,3.163494528
1996-09-08,-3.034806912,6.19322112,3.158414208
1996-09-09,-1.958795136,5.062476672,3.103671168
1996-09-10,-1.2050208,4.246432128,3.041411328
1996-09-11,-1.656412416,4.753427328,3.0970149119999997
1996-09-12,-2.662637184,5.706578304,3.043951488
1996-09-13,0.25147687679999997,2.4261223679999997,2.677598208
1996-09-14,-1.235316096,4.116655872,2.881339776
1996-09-15,0.3810571776,2.426516352,2.807571456
1996-09-16,-2.663352576,5.487326208,2.823984
1996-09-17,0.42982410239999996,2.1884256,2.6182517759999997
1996-09-18,-0.2001843072,2.861837568,2.661652224
1996-09-19,-4.977894528,7.762583808,2.78468928
1996-09-20,-3.047248512,5.651109503999999,2.60387136
1996-09-21,1.944217728,0.5151050495999999,2.459320704
1996-09-22,0.9861865343999999,1.5180825599999999,2.504265984
1996-09-23,1.213667712,1.243620864,2.457288576
1996-09-24,1.425817728,0.9382967424,2.3641113599999994
1996-09-25,1.19055744,1.311748992,2.5023064319999997
1996-09-26,0.4853374848,2.13824448,2.623580928
1996-09-27,-2.7835591679999996,5.574697344,2.791138176
1996-09-28,-1.3580835839999998,4.13309952,2.775026304
1996-09-29,-0.9569809152,3.72294144,2.765954304
1996-09-30,-1.7500872959999998,5.09255424,3.342466944
1996-10-01,-2.067856128,5.524505856,3.4566497279999995
1996-10-02,-0.71049312,3.3762458879999997,2.665747584
1996-10-03,-2.480927616,5.177271167999999,2.6963435519999996
1996-10-04,-2.222940672,5.157592704,2.934652032
1996-10-05,0.16156143359999997,2.576841984,2.738406528
1996-10-06,1.0138058496,1.483681536,2.49749568
1996-10-07,-1.597387392,4.2712842239999995,2.673896832
1996-10-08,-1.765172736,4.504419072,2.739246336
1996-10-09,0.6127042175999999,1.9550004479999998,2.567697408
1996-10-10,1.041507072,1.268172288,2.30967936
1996-10-11,-2.1097117439999997,4.375347839999999,2.265636096
1996-10-12,-2.346734592,4.637336832,2.2906022399999997
1996-10-13,-1.822518144,4.198334976,2.375816832
1996-10-14,-3.509640576,5.760243072,2.250602496
1996-10-15,-2.5835604479999996,4.816050047999999,2.2324895999999996
1996-10-16,-0.31302547199999997,2.770464384,2.457433728
1996-10-17,1.850366592,0.5294823551999999,2.3798499840000003
1996-10-18,0.9029491199999999,1.630720512,2.533669632
1996-10-19,-0.04089771648,2.713233024,2.672331264
1996-10-20,-1.0154595456,3.87421056,2.858747904
1996-10-21,1.21139712,1.9760267519999999,3.18743424
1996-10-22,1.239929856,1.8660119039999998,3.1059417599999994
1996-10-23,-0.46850918399999997,3.2874336,2.8189244159999998
1996-10-24,-1.2410599679999998,3.8413543679999997,2.6002943999999997
1996-10-25,-1.5282328319999998,3.950208,2.4219855359999998
1996-10-26,-0.5198256,3.0595138559999997,2.539683072
1996-10-27,-2.408787072,5.046095232,2.63730816
1996-10-28,-1.1962909439999998,3.9887562239999994,2.79246528
1996-10-29,-1.579917312,4.154229504,2.574312192
1996-10-30,-0.7032801023999999,2.7152444159999995,2.01196224
1996-10-31,-0.4880725631999999,2.430559872,1.9424862719999998
1996-11-01,1.4814627839999999,0.6463286784,2.127793536
1996-11-02,-0.8213768064,3.054537216,2.233153152
1996-11-03,-0.6235823232,3.042665856,2.4190824959999997
1996-11-04,-1.312516224,3.717850752,2.405334528
1996-11-05,-0.8086977792,3.1880977919999998,2.37940416
1996-11-06,-1.0715328,3.1638159359999998,2.0922935039999997
1996-11-07,-0.6960038399999999,2.699526528,2.003522688
1996-11-08,0.49935916799999996,1.2799918080000001,1.779345792
1996-11-09,-0.5636832768,2.2304263680000003,1.666749312
1996-11-10,-0.4423787136,1.9366387199999997,1.4942672639999999
1996-11-11,-0.9594008063999999,2.27805696,1.31865408
1996-11-12,0.6080344703999999,0.6305682816,1.2386027519999998
1996-11-13,1.206150912,-0.19738287359999998,1.0087721856
1996-11-14,0.43088267519999995,0.3154422528,0.7463249279999999
1996-11-15,0.1531643904,0.6087197952,0.7618852224
1996-11-16,0.468301824,0.3389993856,0.8073012096
1996-11-17,0.4485891456,0.34699622399999996,0.7955853695999999
1996-11-18,0.6512109696,0.17804759039999998,0.82925856
1996-11-19,-0.02059043328,0.7803019008,0.7597120896
1996-11-20,0.4580800128,0.3782785536,0.8363585664
1996-11-21,-0.34789720319999995,1.1021598719999999,0.7542657791999999
1996-11-22,-0.06395905151999999,0.7418418048,0.6778826496
1996-11-23,-0.03872831615999999,0.763478784,0.7247501568
1996-11-24,0.2661030144,0.46746616319999995,0.7335691776000001
1996-11-25,-0.4035702528,1.1869493759999998,0.7833832703999999
1996-11-26,0.2628889344,0.5879775743999999,0.8508665087999999
1996-11-27,0.33226536959999997,0.4569913728,0.7892567424
1996-11-28,0.42948921599999995,0.24845564159999997,0.6779438208
1996-11-29,-0.42745812479999995,1.102108032,0.6746488704
1996-11-30,0.06349321728,0.6023382911999999,0.6658319232
1996-12-01,0.54035424,0.04498239744,0.5853368447999999
1996-12-02,0.13198878719999999,0.5044882176,0.636475968
1996-12-03,-0.05285492352,0.7283177855999999,0.6754627583999999
1996-12-04,-0.1817956224,0.9652535423999999,0.78345792
1996-12-05,-0.3424125312,1.070921088,0.7285054464
1996-12-06,-0.17180087039999997,0.9784603007999999,0.8066594304
1996-12-07,0.27068567039999997,0.4895987328,0.7602844032
1996-12-08,0.699378624,0.10909313279999999,0.8084717567999999
1996-12-09,0.36749375999999995,0.5564515968,0.9239453568
1996-12-10,0.26762607359999996,0.7641609984,1.0317881088
1996-12-11,0.4009419648,0.588218112,0.9891600768
1996-12-12,0.24238414079999998,0.8724786048,1.114860672
1996-12-13,0.8988185088,0.2788349184,1.17764928
1996-12-14,0.8234514432,0.05752612224,0.8809772544
1996-12-15,1.09169856,-0.01728158976,1.074415104
1996-12-16,0.6842600064,0.4944571776,1.178717184
1996-12-17,1.0051019136,0.2757348864,1.2808419839999998
1996-12-18,0.932985216,0.4761151488,1.4091045119999999
1996-12-19,1.1536369919999998,0.1551032064,1.308742272
1996-12-20,0.6015430656,0.2420212608,0.8435643263999999
1996-12-21,0.9405071999999999,-0.3685575168,0.5719496832
1996-12-22,0.8866672127999999,-0.09194363136,0.7947227519999999
1996-12-23,1.126545408,-0.42080083199999996,0.7057507968
1996-12-24,0.8576855424,-0.15774912,0.6999364224
1996-12-25,0.5350810752,0.140247936,0.6753290112
1996-12-26,1.188660096,-0.5289577344,0.6596982144
1996-12-27,2.0842479359999997,-1.5597515519999998,0.5244922368
1996-12-28,1.899096192,-1.381421952,0.5176690559999999
1996-12-29,1.4015255039999999,-0.738476352,0.6630450048000001
1996-12-30,2.050251264,-1.4884197119999998,0.5618294784
1996-12-31,1.603079424,-1.233149184,0.3699323136
1997-01-01,1.810646784,-0.5919412608,1.21870656
1997-01-02,3.18857472,-1.356797952,1.8317767680000001
1997-01-03,2.3959514879999997,-0.04953840767999999,2.3464131839999998
1997-01-04,1.3205825279999999,1.2550878719999998,2.5756704
1997-01-05,1.5516023039999998,0.7751821823999999,2.326776192
1997-01-06,1.4784145919999998,0.292165056,1.7705744639999998
1997-01-07,1.778848128,-0.4431376512,1.335719808
1997-01-08,0.9109096703999999,0.36703342079999995,1.277938944
1997-01-09,0.6590450304,0.453973248,1.113015168
1997-01-10,0.7389677952,0.20588256,0.9448503551999999
1997-01-11,0.7876735488,0.009075182975999999,0.7967496959999999
1997-01-12,0.570478464,0.08166852864,0.6521471999999999
1997-01-13,-0.060918428159999996,0.780446016,0.7195267584
1997-01-14,-0.15680770559999999,0.7042806143999999,0.5474729088
1997-01-15,-0.426083328,0.735951744,0.30986841600000004
1997-01-16,-0.365969664,0.4240843776,0.058115231999999996
1997-01-17,-0.2275278336,0.27814129919999997,0.050612947199999994
1997-01-18,0.6159545855999999,-0.5082414336,0.10771315199999999
1997-01-19,0.8660141567999999,-0.7137113472,0.1523028096
1997-01-20,1.683897984,-1.4869785599999998,0.1969173504
1997-01-21,0.9751974911999999,-0.6526666367999999,0.32253085439999996
1997-01-22,0.45499138559999996,0.1539834624,0.6089738111999999
1997-01-23,0.30705557759999996,0.5639424768,0.8709980544
1997-01-24,0.8064012671999999,0.07593512831999999,0.8823354624
1997-01-25,1.567724544,-0.6755975424,0.892130112
1997-01-26,1.0201707648,-0.135214272,0.8849575295999998
1997-01-27,0.7173401472,0.22543557119999996,0.9427757184
1997-01-28,0.7773242112,0.26380442879999993,1.041133824
1997-01-29,0.8219833343999999,0.3454845696,1.167467904
1997-01-30,0.5632944768,0.6046959744,1.167986304
1997-01-31,0.6867918719999999,0.3504083328,1.0372043519999998
1997-02-01,0.6597635327999999,0.1449975168,0.8047610496
1997-02-02,0.4752027648,0.2206538496,0.6958576511999999
1997-02-03,0.6447641472,0.1037691648,0.748533312
1997-02-04,0.2021998464,0.6531487488,0.8553485952
1997-02-05,0.45415157759999997,0.39301459199999994,0.8471661695999999
1997-02-06,0.3253499136,0.4909838976,0.8163338112
1997-02-07,0.2254552704,0.8136775296,1.0391328
1997-02-08,0.5919464447999999,0.42257894399999996,1.0145253888
1997-02-09,-0.1625225472,1.2611946239999998,1.0986762239999999
1997-02-10,-0.2592508032,1.482115968,1.2228641279999999
1997-02-11,-0.1286813952,1.21995072,1.091273472
1997-02-12,0.7328133504,0.3982328064,1.13104512
1997-02-13,0.3093355008,0.852913152,1.1622527999999999
1997-02-14,0.08472594816,0.87088608,0.9556123392
1997-02-15,0.6729858432,0.20875034879999999,0.8817372287999999
1997-02-16,0.33559764479999993,0.46556467199999996,0.8011623167999999
1997-02-17,0.36445904639999993,0.49343903999999994,0.8578980863999999
1997-02-18,0.36762543359999994,0.6653342592,1.0329596928
1997-02-19,0.04009471488,0.9417192192,0.9818143488
1997-02-20,-0.39559104,1.502001792,1.106410752
1997-02-21,0.458260416,0.7870411007999999,1.24530048
1997-02-22,-0.7635337343999999,2.053237248,1.289706624
1997-02-23,-1.377036288,2.743849728,1.36681344
1997-02-24,-0.4641007104,1.956275712,1.4921832959999999
1997-02-25,0.5277229056,1.0103470848,1.5380720639999999
1997-02-26,-0.5663385216,2.061137664,1.4948064
1997-02-27,-0.251361792,1.5530745599999998,1.3017127679999998
1997-02-28,-1.232153856,2.8536986879999997,1.6215448319999999
1997-03-01,-0.8946453887999999,2.750018688,1.855374336
1997-03-02,-0.9308442239999999,3.086460288,2.15561088
1997-03-03,-1.139298048,2.79661248,1.6573248
1997-03-04,-1.945482624,3.70536768,1.759885056
1997-03-05,-2.3900209919999997,4.30992576,1.9199047679999999
1997-03-06,1.240624512,0.6465204864,1.887141888
1997-03-07,-2.010002688,3.848300928,1.8382982399999999
1997-03-08,-2.73305664,4.746066047999999,2.013009408
1997-03-09,-0.8054318591999999,2.8245231360000003,2.019095424
1997-03-10,-2.4921768959999997,4.57996032,2.087783424
1997-03-11,-2.1916396799999998,4.281724799999999,2.0900851199999995
1997-03-12,-1.568533248,3.388552704,1.8200194559999998
1997-03-13,0.5361469056,1.255181184,1.7913312
1997-03-14,-1.57769856,3.271850496,1.694162304
1997-03-15,-0.028772133119999998,1.6508033279999998,1.6220321279999999
1997-03-16,-0.7398241919999999,2.015476992,1.2756476159999999
1997-03-17,1.166047488,-0.03801095424,1.1280384
1997-03-18,-0.29259014399999994,1.513147392,1.220562432
1997-03-19,0.2745954432,1.1518744319999998,1.4264709119999999
1997-03-20,0.8225722367999999,0.217484352,1.0400555519999999
1997-03-21,0.1487248128,0.9653997312,1.114124544
1997-03-22,-0.3999808512,1.549684224,1.14970752
1997-03-23,-1.0458616319999998,2.255392512,1.20953088
1997-03-24,-0.6648822144000001,1.907525376,1.2426462719999998
1997-03-25,-1.599253632,2.8483176959999996,1.249064064
1997-03-26,-1.867670784,3.303669888,1.435999104
1997-03-27,-1.2734184960000001,2.936227968,1.662809472
1997-03-28,-0.07095226752,1.5526598399999998,1.481711616
1997-03-29,-0.5666879231999999,1.879179264,1.31248512
1997-03-30,-1.526563584,2.898260352,1.3716967679999998
1997-03-31,-1.8608797439999998,3.473819136,1.612939392
1997-04-01,-2.5667539199999996,4.339018368,1.7722644479999998
1997-04-02,-2.5771426559999995,4.3218593279999995,1.744716672
1997-04-03,-1.493748864,3.1183833599999997,1.6246344959999999
1997-04-04,-0.7529366016,1.877872896,1.124938368
1997-04-05,-0.5461976448,1.598050944,1.0518543360000001
1997-04-06,-1.2781152,2.352509568,1.0743943679999999
1997-04-07,-0.2641724928,1.3654655999999998,1.10128896
1997-04-08,-2.259052416,3.547846656,1.2887942399999999
1997-04-09,-2.2075338239999995,3.839446656,1.6319128319999998
1997-04-10,-1.737645696,3.427515648,1.689869952
1997-04-11,-0.46007792639999995,1.9632222719999999,1.5031422719999998
1997-04-12,-1.1513664,2.354230656,1.2028642559999998
1997-04-13,-1.872035712,3.09142656,1.219401216
1997-04-14,0.30993477119999996,0.9827267327999999,1.292661504
1997-04-15,-0.9747029375999999,2.037643776,1.062948096
1997-04-16,-0.5598108288,1.545018624,0.9852057216
1997-04-17,-0.31192024319999995,1.4718309119999997,1.159909632
1997-04-18,-1.9186917119999998,3.529236096,1.610534016
1997-04-19,-0.9365715072,2.38883904,1.4522664959999998
1997-04-20,-1.7062202879999997,3.27224448,1.566024192
1997-04-21,-1.44592128,3.279543552,1.833622272
1997-04-22,-2.029536,4.0340747519999995,2.0045387519999998
1997-04-23,-2.621932416,4.632412032,2.0104692479999997
1997-04-24,-3.067870464,5.591327616,2.5234571519999998
1997-04-25,-2.611066752,5.129371008,2.518304256
1997-04-26,-0.2792009088,2.5776299519999997,2.2984300799999997
1997-04-27,-2.89262016,5.33438784,2.44176768
1997-04-28,-2.39671872,5.074109568,2.677390848
1997-04-29,-2.205729792,4.839357312,2.63362752
1997-04-30,1.140770304,1.246534272,2.387314944
1997-05-01,-1.2320294399999998,3.7094734079999996,2.4774439679999998
1997-05-02,-3.424799232,6.460632576,3.035833344
1997-05-03,-3.0105665279999996,6.281318015999999,3.2707514879999997
1997-05-04,-1.404573696,4.658788223999999,3.254214528
1997-05-05,-2.21107968,5.644971647999999,3.4338919679999997
1997-05-06,-1.9751558399999998,5.253901056,3.278745216
1997-05-07,-1.89101952,4.348204416000001,2.457184896
1997-05-08,-4.388484095999999,7.322088959999999,2.933604864
1997-05-09,-4.124172672,7.515763199999999,3.3915905279999996
1997-05-10,-4.040368128,7.966232064,3.9258743039999997
1997-05-11,-2.35078848,7.456966272,5.106177792
1997-05-12,-2.3428362239999996,7.589282688,5.246446464
1997-05-13,-3.447007488,8.747606015999999,5.300598527999999
1997-05-14,-0.9513593855999999,7.466370048,6.515002367999999
1997-05-15,-4.036137984,10.294853759999999,6.258715776
1997-05-16,-0.5564878848,7.643528064,7.087036031999999
1997-05-17,-0.2989840896,7.713709055999999,7.41472704
1997-05-18,-0.8224820352,7.8127338239999995,6.990250752
1997-05-19,-2.6498016,8.639944704,5.9901431039999995
1997-05-20,-1.815716736,7.396137216,5.580420479999999
1997-05-21,-4.0758163199999995,8.89776576,4.821959808
1997-05-22,-2.213961984,6.273490175999999,4.059528191999999
1997-05-23,-1.690274304,5.2888619519999995,3.5985772799999998
1997-05-24,-4.199568768,7.44168384,3.242115072
1997-05-25,-5.7342816,9.23695488,3.502662912
1997-05-26,-3.0192134399999997,6.559564032,3.5403609599999997
1997-05-27,-3.051468288,6.162023808,3.110545152
1997-05-28,-4.8428928,7.875283968,3.0323808
1997-05-29,-3.507411456,6.87533184,3.367920384
1997-05-30,-4.0787712,7.197123456,3.118341888
1997-05-31,-5.490446975999999,8.482288896,2.9918419199999997
1997-06-01,-1.856193408,4.951756799999999,3.095563392
1997-06-02,-6.153076223999999,10.008479232,3.8554030079999997
1997-06-03,-5.817578112,9.800528256,3.9829501439999997
1997-06-04,-4.25539008,8.405659007999999,4.150268928
1997-06-05,-4.758175872,9.261858816,4.503672576
1997-06-06,-4.082628096,8.394928127999998,4.312300032
1997-06-07,-3.974614272,8.712821375999999,4.738207104
1997-06-08,-3.9487979519999996,8.694158975999999,4.745361023999999
1997-06-09,-5.393340287999999,10.090324224,4.696994304
1997-06-10,-4.303507968,9.146877695999999,4.84335936
1997-06-11,-2.377859328,7.522616447999999,5.14475712
1997-06-12,-0.3308926464,5.412718079999999,5.08182336
1997-06-13,-4.0786882559999995,9.066007296,4.987319039999999
1997-06-14,-3.8582023679999997,8.519375231999998,4.661183231999999
1997-06-15,-4.203114624,8.672158079999999,4.469043456
1997-06-16,-6.6828706559999995,11.002625279999998,4.319713151999999
1997-06-17,-7.326640511999999,11.622424319999999,4.2957838079999995
1997-06-18,-4.789279872,8.977941504,4.188651264
1997-06-19,-6.656992128,11.09365632,4.43667456
1997-06-20,-2.3841630719999998,6.70431168,4.320148607999999
1997-06-21,-5.403366144,10.166020991999998,4.7626548479999995
1997-06-22,-2.4073977600000003,6.800412672,4.393014912
1997-06-23,-6.7960892159999995,11.35721088,4.56109056
1997-06-24,-5.9304441599999995,10.318316544,4.387872384
1997-06-25,-5.763612672,10.49428224,4.730721408
