date,NEE_gC_m2_day,GPP_gC_m2_day,RECO_gC_m2_day
1998-01-01,NA,NA,NA
1998-01-02,NA,NA,NA
1998-01-03,NA,NA,NA
1998-01-04,NA,NA,NA
1998-01-05,NA,NA,NA
1998-01-06,NA,NA,NA
1998-01-07,NA,NA,NA
1998-01-08,NA,NA,NA
1998-01-09,NA,NA,NA
1998-01-10,NA,NA,NA
1998-01-11,NA,NA,NA
1998-01-12,NA,NA,NA
1998-01-13,NA,NA,NA
1998-01-14,NA,NA,NA
1998-01-15,NA,NA,NA
1998-01-16,NA,NA,NA
1998-01-17,NA,NA,NA
1998-01-18,NA,NA,NA
1998-01-19,NA,NA,NA
1998-01-20,NA,NA,NA
1998-01-21,NA,NA,NA
1998-01-22,NA,NA,NA
1998-01-23,NA,NA,NA
1998-01-24,NA,NA,NA
1998-01-25,NA,NA,NA
1998-01-26,NA,NA,NA
1998-01-27,NA,NA,NA
1998-01-28,NA,NA,NA
1998-01-29,NA,NA,NA
1998-01-30,NA,NA,NA
1998-01-31,NA,NA,NA
1998-02-01,NA,NA,NA
1998-02-02,NA,NA,NA
1998-02-03,NA,NA,NA
1998-02-04,NA,NA,NA
1998-02-05,NA,NA,NA
1998-02-06,NA,NA,NA
1998-02-07,NA,NA,NA
1998-02-08,NA,NA,NA
1998-02-09,NA,NA,NA
1998-02-10,NA,NA,NA
1998-02-11,NA,NA,NA
1998-02-12,NA,NA,NA
1998-02-13,NA,NA,NA
1998-02-14,NA,NA,NA
1998-02-15,NA,NA,NA
1998-02-16,NA,NA,NA
1998-02-17,NA,NA,NA
1998-02-18,NA,NA,NA
1998-02-19,NA,NA,NA
1998-02-20,NA,NA,NA
1998-02-21,NA,NA,NA
1998-02-22,NA,NA,NA
1998-02-23,NA,NA,NA
1998-02-24,NA,NA,NA
1998-02-25,NA,NA,NA
1998-02-26,NA,NA,NA
1998-02-27,NA,NA,NA
1998-02-28,NA,NA,NA
1998-03-01,NA,NA,NA
1998-03-02,NA,NA,NA
1998-03-03,NA,NA,NA
1998-03-04,NA,NA,NA
1998-03-05,NA,NA,NA
1998-03-06,NA,NA,NA
1998-03-07,NA,NA,NA
1998-03-08,NA,NA,NA
1998-03-09,NA,NA,NA
1998-03-10,NA,NA,NA
1998-03-11,NA,NA,NA
1998-03-12,NA,NA,NA
1998-03-13,NA,NA,NA
1998-03-14,NA,NA,NA
1998-03-15,NA,NA,NA
1998-03-16,NA,NA,NA
1998-03-17,NA,NA,NA
1998-03-18,NA,NA,NA
1998-03-19,NA,NA,NA
1998-03-20,NA,NA,NA
1998-03-21,NA,NA,NA
1998-03-22,NA,NA,NA
1998-03-23,NA,NA,NA
1998-03-24,NA,NA,NA
1998-03-25,NA,NA,NA
1998-03-26,NA,NA,NA
1998-03-27,NA,NA,NA
1998-03-28,NA,NA,NA
1998-03-29,NA,NA,NA
1998-03-30,NA,NA,NA
1998-03-31,NA,NA,NA
1998-04-01,NA,NA,NA
1998-04-02,NA,NA,NA
1998-04-03,NA,NA,NA
1998-04-04,NA,NA,NA
1998-04-05,NA,NA,NA
1998-04-06,NA,NA,NA
1998-04-07,NA,NA,NA
1998-04-08,NA,NA,NA
1998-04-09,NA,NA,NA
1998-04-10,NA,NA,NA
1998-04-11,NA,NA,NA
1998-04-12,NA,NA,NA
1998-04-13,NA,NA,NA
1998-04-14,NA,NA,NA
1998-04-15,NA,NA,NA
1998-04-16,NA,NA,NA
1998-04-17,NA,NA,NA
1998-04-18,NA,NA,NA
1998-04-19,NA,NA,NA
1998-04-20,NA,NA,NA
1998-04-21,NA,NA,NA
1998-04-22,NA,NA,NA
1998-04-23,NA,NA,NA
1998-04-24,NA,NA,NA
1998-04-25,NA,NA,NA
1998-04-26,NA,NA,NA
1998-04-27,NA,NA,NA
1998-04-28,NA,NA,NA
1998-04-29,NA,NA,NA
1998-04-30,NA,NA,NA
1998-05-01,NA,NA,NA
1998-05-02,NA,NA,NA
1998-05-03,NA,NA,NA
1998-05-04,NA,NA,NA
1998-05-05,NA,NA,NA
1998-05-06,NA,NA,NA
1998-05-07,NA,NA,NA
1998-05-08,NA,NA,NA
1998-05-09,NA,NA,NA
1998-05-10,NA,NA,NA
1998-05-11,NA,NA,NA
1998-05-12,NA,NA,NA
1998-05-13,NA,NA,NA
1998-05-14,NA,NA,NA
1998-05-15,NA,NA,NA
1998-05-16,NA,NA,NA
1998-05-17,NA,NA,NA
1998-05-18,NA,NA,NA
1998-05-19,NA,NA,NA
1998-05-20,NA,NA,NA
1998-05-21,NA,NA,NA
